TimesH,Frame,NoMissing,26,26,53,53,75,75,95,95,102,102,108,108,135,135,137,137,141,141,142,142,176,176,183,183,184,184,186,186,194,194,201,201,209,209,216,216,229,229,237,237,252,252,265,265,266,266,283,283,291,291,294,294,301,301,304,304,315,315,351,351,356,356,377,377,382,382,385,385,394,394,397,397,403,403,406,406,413,413,414,414,420,420,430,430,439,439,481,481,485,485,488,488,745,745,823,823,1003,1003,1109,1109,1110,1110
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
186.25,745.0,,114.075,16.944000000000003,232.71900000000002,32.396,110.18700000000001,44.998000000000005,103.45200000000001,55.178999999999995,222.2,56.797,98.405,60.105,278.507,69.508,291.393,71.705,255.30900000000003,72.815,264.518,72.495,267.825,85.84700000000001,88.488,88.641,108.786,88.81700000000001,230.429,91.15100000000001,115.725,95.839,289.976,96.454,302.072,99.229,81.044,103.845,268.002,106.488,254.05,111.154,78.955,115.56700000000001,64.329,119.145,128.517,118.646,310.758,124.16,228.107,127.09299999999999,87.12100000000001,128.37,290.83299999999997,129.2,36.399,131.77100000000002,246.24099999999999,133.023,279.55400000000003,144.03799999999998,73.944,145.798,312.559,149.157,111.041,151.498,302.624,151.834,65.28699999999999,155.844,283.786,156.167,311.3,157.151,130.165,157.94799999999998,228.678,160.457,264.733,160.145,78.161,162.744,29.539,164.873,145.476,165.468,,,280.107,179.827,101.411,180.94299999999998,243.84099999999998,76.842,,,,,,,,
186.5,746.0,,113.95700000000001,16.822,232.855,32.458,110.24600000000001,44.946999999999996,103.499,55.155,222.205,56.581,98.50200000000001,60.038999999999994,278.498,69.461,291.414,71.7,255.303,72.827,264.472,72.482,267.793,85.821,88.50299999999999,88.583,108.853,88.774,230.477,91.20200000000001,115.73200000000001,95.85799999999999,289.955,96.40299999999999,302.099,99.281,81.056,103.823,267.997,106.48700000000001,254.167,111.053,78.946,115.556,64.321,119.17399999999999,128.599,118.62100000000001,310.768,124.12100000000001,228.035,127.038,87.178,128.314,290.88599999999997,129.233,36.388000000000005,131.792,246.266,133.0,279.562,144.018,73.90899999999999,145.755,312.466,149.05700000000002,111.052,151.48,302.744,151.865,65.273,155.865,283.785,156.126,311.26099999999997,157.178,130.197,157.908,228.71099999999998,160.516,264.72,160.053,78.113,162.62,29.658,164.764,145.365,165.532,,,280.095,179.852,101.37799999999999,180.93900000000002,243.916,76.91199999999999,,,,,,,,
186.75,747.0,,113.99700000000001,16.811,232.89700000000002,32.521,110.19200000000001,44.986000000000004,103.495,55.157,222.253,56.565,98.415,60.082,278.45799999999997,69.383,291.425,71.705,255.301,72.86,264.496,72.47800000000001,267.816,85.82,88.501,88.59700000000001,108.87100000000001,88.81299999999999,230.382,91.166,115.742,95.86399999999999,289.94,96.42,302.11,99.52799999999999,81.009,103.839,267.976,106.473,254.297,111.12299999999999,78.99600000000001,115.613,64.318,119.15100000000001,128.57299999999998,118.664,310.845,124.03200000000001,228.145,127.061,87.15899999999999,128.306,290.73900000000003,129.282,36.374,131.873,246.304,132.975,279.54900000000004,144.05700000000002,73.891,145.672,312.403,149.09,111.102,151.455,302.658,151.762,65.322,155.815,283.76099999999997,156.13,311.269,157.113,130.17600000000002,157.966,228.687,160.438,264.673,159.961,78.09100000000001,162.686,29.607,164.83599999999998,145.336,165.457,19.979,179.365,280.101,179.847,101.256,180.83599999999998,244.23,76.99,,,,,,,,
187.0,748.0,,113.90700000000001,16.805999999999997,232.92700000000002,32.609,110.23299999999999,44.967,103.50200000000001,55.18,222.40599999999998,56.474,98.499,60.073,278.426,69.383,291.433,71.69800000000001,255.297,72.857,264.564,72.52600000000001,267.839,85.822,88.494,88.56700000000001,108.852,88.773,230.44400000000002,91.21,115.76700000000001,95.904,289.947,96.428,302.013,99.634,81.005,103.82,267.993,106.48200000000001,254.25799999999998,111.166,79.077,115.694,64.344,119.133,128.625,118.664,310.82599999999996,124.075,228.155,127.06,87.185,128.304,291.502,129.328,36.47,131.984,246.329,132.96200000000002,279.561,144.124,73.862,145.69899999999998,312.39799999999997,149.126,111.089,151.441,302.709,151.727,65.293,155.785,283.618,156.172,311.319,157.108,130.151,157.974,228.628,160.476,264.677,159.91,78.117,162.661,29.686999999999998,164.799,145.25,165.324,20.163,177.097,280.096,179.838,101.353,180.81799999999998,244.342,77.179,,,,,,,,
187.25,749.0,,114.016,16.963,232.908,32.584,110.199,45.022,103.522,55.14,222.354,56.56100000000001,98.44,60.099,278.426,69.33800000000001,291.41,71.72399999999999,255.31799999999998,72.88600000000001,264.58,72.547,267.845,85.806,88.469,88.57600000000001,108.82799999999999,88.78399999999999,230.354,91.162,114.978,95.084,289.94,96.461,302.034,100.03299999999999,81.00399999999999,103.803,268.008,106.48299999999999,254.54,111.083,79.003,115.695,64.33800000000001,119.16799999999999,128.536,118.679,310.842,124.07600000000001,228.278,127.079,87.185,128.305,291.49,129.343,36.402,131.922,246.38299999999998,132.93200000000002,279.593,144.112,73.88,145.717,312.437,149.156,111.038,151.451,302.715,151.713,65.282,155.82299999999998,283.723,156.142,311.29,157.134,130.16,157.933,228.66,160.393,264.876,159.58700000000002,78.104,162.667,29.704,164.74,145.216,165.107,20.296,177.00900000000001,280.051,179.854,101.355,180.775,243.99599999999998,77.058,,,,,,,,
187.5,750.0,,114.069,17.000999999999998,232.8,32.574,110.04700000000001,45.128,103.51,55.089,222.40200000000002,56.463,98.494,60.075,278.438,69.312,291.44599999999997,71.668,255.303,72.908,264.597,72.562,267.844,85.795,88.456,88.6,108.82600000000001,88.758,230.4,91.163,114.976,95.05,289.91900000000004,96.459,302.028,99.96600000000001,80.973,103.807,268.012,106.47399999999999,254.37,111.15799999999999,79.111,115.71,64.35600000000001,119.14200000000001,128.493,118.73700000000001,310.911,124.05799999999999,228.146,127.095,87.145,128.325,291.459,129.304,36.414,131.983,246.36900000000003,132.967,279.624,144.084,73.845,145.69299999999998,312.399,149.156,111.036,151.394,302.672,151.57399999999998,65.263,155.857,283.694,156.234,311.334,157.208,130.1,157.96,228.63400000000001,160.43200000000002,264.81,159.597,78.421,162.635,29.831999999999997,164.582,145.234,164.926,20.319000000000003,177.128,280.052,179.831,101.476,180.812,244.25099999999998,77.168,,,,,,,,
187.75,751.0,,114.113,17.125999999999998,232.745,32.385,109.991,45.161,103.542,55.058,222.38099999999997,56.446999999999996,98.59899999999999,60.091,278.444,69.29,291.455,71.593,255.298,72.868,264.593,72.566,267.876,85.796,88.475,88.678,108.839,88.78399999999999,230.46,91.139,115.001,95.086,289.931,96.462,302.092,99.84700000000001,80.917,103.85600000000001,268.007,106.471,253.946,111.30799999999999,79.074,115.715,64.303,119.18799999999999,128.511,118.76299999999999,310.907,124.06700000000001,228.237,127.135,87.191,128.31799999999998,290.983,129.201,36.436,131.806,246.38400000000001,132.971,279.64099999999996,144.065,73.834,145.679,312.409,149.16299999999998,111.109,151.398,302.682,151.526,65.226,155.82,283.755,156.205,311.325,157.239,130.123,157.96,228.642,160.39,265.0,159.0,78.067,162.651,29.97,164.373,145.145,164.60299999999998,20.333,176.674,280.063,179.796,101.57799999999999,180.773,244.555,77.378,,,,,,,,
188.0,752.0,,114.15,17.192999999999998,232.65099999999998,32.418,109.898,45.178000000000004,103.537,55.038999999999994,222.343,56.45,98.647,60.071999999999996,278.494,69.233,291.467,71.547,255.296,72.861,264.558,72.64399999999999,267.892,85.76899999999999,88.47399999999999,88.699,108.87799999999999,88.78399999999999,230.43099999999998,91.098,115.027,95.111,289.91700000000003,96.484,302.028,99.973,80.949,103.815,268.007,106.47,254.088,111.25299999999999,79.095,115.728,64.32300000000001,119.119,128.512,118.711,310.915,124.07600000000001,228.197,127.12899999999999,87.22,128.303,291.121,129.10299999999998,36.521,131.97299999999998,246.398,132.939,279.6,144.02100000000002,73.85600000000001,145.643,312.427,149.15,111.07799999999999,151.387,302.709,151.514,65.244,155.819,283.834,156.14700000000002,311.29900000000004,157.25,130.10299999999998,158.005,228.622,160.308,265.356,158.25,78.215,162.666,30.018,164.358,145.202,164.421,20.506999999999998,176.59900000000002,280.032,179.78599999999997,101.45700000000001,180.755,244.59400000000002,77.41,,,,,,,,
188.25,753.0,,114.06200000000001,17.164,232.73,32.477,109.87700000000001,45.196000000000005,103.50399999999999,55.063,222.352,56.367,98.682,60.095,278.494,69.275,291.486,71.49600000000001,255.30200000000002,72.844,264.6,72.64,267.89599999999996,85.76899999999999,88.54799999999999,88.698,108.87200000000001,88.75,230.456,91.126,115.1,95.21,289.94599999999997,96.48200000000001,302.034,99.887,80.964,103.773,268.008,106.48700000000001,254.291,111.331,79.054,115.749,64.273,119.116,128.506,118.709,310.97700000000003,124.084,228.183,127.116,87.259,128.281,291.094,129.10299999999998,36.505,131.917,246.44400000000002,132.933,279.656,143.97299999999998,73.883,145.627,312.505,149.196,111.039,151.37,302.64099999999996,151.313,65.27199999999999,155.82,283.879,156.11700000000002,311.302,157.248,130.125,157.94799999999998,228.666,160.41899999999998,265.377,158.293,78.264,162.57,30.101,164.273,145.124,164.627,20.37,176.43900000000002,280.01,179.74,101.61399999999999,180.606,244.96,77.56,,,,,,,,
188.5,754.0,,114.09,17.224,232.891,32.58,109.78299999999999,45.32899999999999,103.50200000000001,55.034,222.389,56.273999999999994,98.65799999999999,60.053000000000004,278.509,69.25399999999999,291.445,71.559,255.298,72.829,264.591,72.658,267.9,85.738,88.556,88.65100000000001,108.86399999999999,88.705,230.44799999999998,91.195,115.59100000000001,95.76,289.937,96.531,302.025,99.806,80.972,103.74700000000001,268.028,106.473,254.27200000000002,111.301,79.124,115.788,64.252,119.08200000000001,128.47,118.76100000000001,310.96299999999997,124.029,228.274,127.11399999999999,87.275,128.282,290.996,129.019,36.495,132.076,246.463,132.944,279.692,144.00799999999998,73.877,145.609,312.642,149.138,110.986,151.279,302.584,151.304,65.244,155.799,283.788,156.219,311.30400000000003,157.291,130.089,157.955,228.699,160.404,265.371,158.19899999999998,78.14699999999999,162.304,30.214000000000002,164.213,145.125,164.445,20.502,176.52200000000002,279.99,179.72299999999998,101.78399999999999,180.493,245.037,77.60300000000001,,,,,,,,
188.75,755.0,,114.03200000000001,17.111,232.842,32.674,109.814,45.251000000000005,103.49600000000001,55.0,222.47299999999998,56.31100000000001,98.595,60.036,278.538,69.241,291.432,71.632,255.31900000000002,72.851,264.587,72.554,267.888,85.70200000000001,88.59100000000001,88.598,108.913,88.72,230.385,91.165,115.132,95.242,289.915,96.495,302.098,99.934,80.949,103.791,268.005,106.458,254.012,111.387,79.124,115.738,64.25399999999999,119.084,128.486,118.65700000000001,311.022,124.04,228.43599999999998,127.165,87.273,128.296,290.91200000000003,129.018,36.5,131.95600000000002,246.45,132.947,279.685,144.048,73.84100000000001,145.685,312.541,149.132,111.039,151.46,302.642,151.241,65.281,155.80700000000002,283.796,156.259,311.324,157.341,130.191,157.986,228.72799999999998,160.297,265.368,158.078,78.26,162.295,30.191999999999997,164.14700000000002,145.224,164.583,20.444000000000003,176.657,280.014,179.748,101.738,180.53099999999998,245.208,77.706,,,,,,,,
189.0,756.0,,113.865,16.951,232.90400000000002,32.758,109.89,45.236999999999995,103.521,55.03,222.43099999999998,56.305,98.678,60.038000000000004,278.53700000000003,69.208,291.45099999999996,71.643,255.321,72.818,264.561,72.494,267.894,85.66799999999999,88.557,88.552,108.97,88.765,230.31099999999998,91.14200000000001,115.19,95.281,289.93,96.537,302.117,100.089,80.99600000000001,103.777,267.995,106.454,254.69799999999998,111.287,79.058,115.666,64.274,119.074,128.501,118.711,311.05,124.057,228.465,127.19200000000001,87.28,128.311,291.019,128.988,36.501999999999995,131.976,246.489,132.93200000000002,279.697,144.064,73.827,145.654,312.578,149.175,110.93299999999999,151.424,302.591,151.30700000000002,65.26899999999999,155.84799999999998,283.725,156.222,311.363,157.377,130.126,157.967,228.791,160.21,265.372,157.985,78.139,162.32299999999998,30.173000000000002,164.215,145.18,164.44299999999998,20.463,176.74200000000002,280.052,179.75400000000002,101.67399999999999,180.62599999999998,245.09400000000002,77.704,,,,,,,,
189.25,757.0,,113.727,16.773,232.83900000000003,32.658,109.96799999999999,45.148999999999994,103.54899999999999,55.05,222.49900000000002,56.333,98.744,60.042,278.534,69.222,291.442,71.628,255.30900000000003,72.858,264.53,72.508,267.897,85.663,88.61200000000001,88.512,108.94,88.704,230.31400000000002,91.15799999999999,115.551,95.7,289.92,96.51,302.022,99.863,80.945,103.815,267.993,106.461,254.57,111.163,78.931,115.56700000000001,64.267,119.04899999999999,128.482,118.604,311.119,124.041,228.418,127.15799999999999,87.23899999999999,128.312,291.138,129.005,36.569,131.942,246.50599999999997,132.904,279.64799999999997,143.997,73.852,145.561,312.541,149.124,110.93,151.45,302.67400000000004,151.393,65.27600000000001,155.82,283.778,156.18,311.415,157.31,130.151,157.946,228.75400000000002,160.273,265.32,157.89600000000002,78.096,162.25799999999998,30.014,164.296,145.106,164.513,20.607,176.81900000000002,280.052,179.74400000000003,101.647,180.523,245.00799999999998,77.596,283.281,86.01100000000001,,,,,,
189.5,758.0,,113.755,16.825,232.952,32.55,109.99700000000001,45.137,103.50299999999999,54.994,222.546,56.378,98.789,60.051,278.54,69.21,291.411,71.62899999999999,255.313,72.861,264.441,72.58,267.894,85.698,88.654,88.557,108.92399999999999,88.695,230.41,91.23200000000001,115.566,95.758,289.89599999999996,96.52,302.017,99.74,80.93,103.822,267.974,106.447,254.36599999999999,111.12799999999999,79.042,115.652,64.256,119.024,128.43,118.63600000000001,311.138,124.029,228.483,127.14200000000001,87.319,128.285,291.068,129.016,36.554,131.826,246.489,132.99200000000002,279.567,143.95,73.865,145.566,312.534,149.194,110.963,151.466,302.626,151.259,65.26100000000001,155.822,283.672,156.21200000000002,311.41,157.287,130.203,157.922,228.74200000000002,160.234,265.33299999999997,157.944,78.12100000000001,162.236,30.005,164.33599999999998,145.2,164.61,20.802,176.856,280.0,179.752,101.45299999999999,180.544,244.938,77.559,283.29900000000004,85.935,,,,,,
189.75,759.0,,113.71,16.845,232.9,32.608000000000004,110.069,45.153999999999996,103.455,54.955,222.625,56.309,98.82600000000001,60.027,278.564,69.219,291.382,71.61399999999999,255.33,72.911,264.46,72.638,267.883,85.689,88.589,88.523,108.884,88.63600000000001,230.395,91.26799999999999,115.66,95.781,289.876,96.551,302.11400000000003,99.927,80.929,103.78,268.01,106.429,254.352,111.161,79.113,115.727,64.218,118.98299999999999,128.406,118.63,311.151,124.01700000000001,228.455,127.156,87.337,128.292,291.033,129.011,36.578,131.86,246.479,132.977,279.66,143.96,73.839,145.504,312.653,149.21200000000002,110.911,151.463,302.592,151.278,65.275,155.79399999999998,283.688,156.259,311.41200000000003,157.351,130.224,157.884,228.733,160.247,265.35,157.887,78.275,162.239,30.035999999999998,164.389,145.121,164.515,20.763,176.915,279.998,179.783,101.52600000000001,180.44,244.96599999999998,77.64,283.187,86.09700000000001,,,,,,
190.0,760.0,,113.71799999999999,16.864,232.96599999999998,32.628,110.054,45.11600000000001,103.45700000000001,54.982,222.627,56.247,98.82700000000001,60.034,278.589,69.217,291.409,71.569,255.322,72.888,264.505,72.634,267.927,85.714,88.637,88.56,108.934,88.652,230.447,91.345,115.661,95.811,289.873,96.554,302.18,100.01799999999999,80.928,103.786,268.004,106.449,254.55700000000002,111.146,79.084,115.757,64.248,118.96,128.415,118.617,311.231,124.024,228.59,127.238,87.318,128.281,290.781,128.898,36.56,131.925,246.485,132.94799999999998,279.672,143.969,73.86,145.44799999999998,312.736,149.196,110.83200000000001,151.41299999999998,302.58799999999997,151.363,65.28699999999999,155.775,283.774,156.201,311.33299999999997,157.44799999999998,130.22799999999998,157.862,228.74400000000003,160.23,265.35,158.032,78.348,162.157,30.026,164.405,145.109,164.541,20.619,176.81799999999998,279.997,179.773,101.54799999999999,180.442,244.949,77.581,283.32,86.039,,,,,,
190.25,761.0,,113.73700000000001,16.813,232.967,32.687,110.208,45.028,103.557,55.02,222.52900000000002,56.25899999999999,98.91,60.075,278.579,69.248,291.406,71.527,255.342,72.866,264.449,72.655,267.95799999999997,85.72,88.65299999999999,88.54799999999999,108.975,88.65700000000001,230.50400000000002,91.396,115.70200000000001,95.831,289.916,96.514,302.241,100.085,80.986,103.71,267.953,106.476,254.09799999999998,111.12299999999999,79.014,115.712,64.268,118.895,128.45600000000002,118.56299999999999,311.192,123.98200000000001,228.53400000000002,127.23200000000001,87.26700000000001,128.26,291.211,128.99200000000002,36.449,131.909,246.455,132.98,279.632,143.934,73.831,145.459,312.72,149.205,110.891,151.405,302.58,151.268,65.245,155.799,283.765,156.251,311.375,157.45,130.222,157.852,228.709,160.319,265.403,157.894,78.422,162.034,30.099,164.335,145.108,164.592,20.459,176.835,279.994,179.75,101.538,180.467,245.137,77.656,283.233,86.161,,,,,,
190.5,762.0,,113.76799999999999,16.714000000000002,232.907,32.759,110.179,45.044,103.557,55.043,222.447,56.318000000000005,98.977,60.097,278.517,69.22800000000001,291.45799999999997,71.479,255.362,72.86399999999999,264.551,72.691,267.928,85.696,88.693,88.6,108.96600000000001,88.678,230.47,91.37200000000001,115.65,95.81200000000001,289.935,96.531,302.233,99.921,81.04,103.65299999999999,267.965,106.46,254.13,111.087,78.964,115.697,64.257,118.905,128.45600000000002,118.538,311.195,124.00200000000001,228.507,127.23899999999999,87.29,128.194,291.421,129.055,36.556999999999995,132.127,246.463,132.96200000000002,279.63,143.904,73.851,145.467,312.72700000000003,149.286,110.85700000000001,151.393,302.536,151.202,65.26,155.776,283.778,156.249,311.332,157.48,130.173,157.898,228.692,160.311,265.377,157.981,78.328,162.03799999999998,30.043000000000003,164.313,145.132,164.41,20.442,176.87599999999998,280.029,179.78799999999998,101.445,180.40200000000002,245.12099999999998,77.628,283.267,86.115,,,,,,
190.75,763.0,,113.838,16.711,232.905,32.648,110.133,45.078,103.686,55.031000000000006,222.438,56.278,99.09100000000001,60.038000000000004,278.53,69.27,291.482,71.46300000000001,255.393,72.836,264.534,72.703,267.947,85.73899999999999,88.73299999999999,88.665,108.902,88.631,230.517,91.44200000000001,115.611,95.802,289.931,96.51299999999999,302.232,100.01799999999999,81.084,103.62100000000001,267.961,106.45299999999999,254.43099999999998,111.04299999999999,78.881,115.669,64.268,118.947,128.403,118.495,311.209,123.964,228.546,127.27,87.355,128.179,291.616,129.064,36.461999999999996,132.24200000000002,246.426,132.955,279.692,143.92600000000002,73.857,145.515,312.712,149.248,110.81200000000001,151.398,302.519,151.07,65.285,155.799,283.711,156.268,311.383,157.523,130.209,157.864,228.68,160.322,265.32099999999997,157.891,78.44800000000001,161.95,30.089000000000002,164.236,145.09,164.50599999999997,20.458,176.896,280.025,179.75799999999998,101.0,180.0,245.21200000000002,77.62,283.198,86.18299999999999,,,,,,
191.0,764.0,,113.917,16.727999999999998,232.88299999999998,32.692,110.09299999999999,45.125,103.611,54.97,222.445,56.402,99.057,60.008,278.559,69.27199999999999,291.486,71.48899999999999,255.399,72.843,264.514,72.76100000000001,267.95099999999996,85.70299999999999,88.698,88.682,108.891,88.617,230.44099999999997,91.40700000000001,115.656,95.821,289.913,96.524,302.377,99.84299999999999,81.16,103.589,267.952,106.427,254.542,111.01899999999999,78.814,115.586,64.199,118.96600000000001,128.355,118.461,311.214,123.911,228.571,127.305,87.45200000000001,128.151,291.573,129.05700000000002,36.485,132.269,246.449,132.964,279.704,143.92,73.869,145.637,312.865,149.293,110.98899999999999,151.596,302.491,151.105,65.253,155.78,283.69599999999997,156.259,311.41700000000003,157.484,130.197,157.92,228.646,160.43,265.233,157.994,78.521,161.915,30.053,164.236,145.137,164.38,20.49,176.755,279.98900000000003,179.731,101.428,180.373,245.30700000000002,77.589,283.173,86.15299999999999,,,,,,
191.25,765.0,,113.891,16.78,232.877,32.82,110.073,45.187,103.57799999999999,54.982,222.442,56.428000000000004,99.009,60.026,278.535,69.306,291.507,71.52199999999999,255.423,72.843,264.45,72.779,267.95599999999996,85.738,88.666,88.70299999999999,108.87,88.54700000000001,230.517,91.42299999999999,115.741,95.89,289.91900000000004,96.564,302.436,100.02,81.226,103.536,267.936,106.412,254.382,111.069,78.81,115.512,64.255,118.93,128.298,118.41,311.238,123.898,228.58,127.279,87.369,128.129,291.619,129.049,36.453,132.303,246.449,132.96200000000002,279.786,143.941,73.857,145.63299999999998,312.877,149.284,111.045,151.545,302.527,151.197,65.191,155.761,283.578,156.24,311.387,157.477,130.16899999999998,157.946,228.674,160.382,265.182,157.933,78.55,161.768,29.968000000000004,164.3,145.123,164.359,20.408,176.825,279.95,179.71200000000002,101.43,180.40400000000002,245.364,77.625,283.285,86.07600000000001,,,,,,
191.5,766.0,,113.911,16.750999999999998,232.86599999999999,32.961999999999996,110.083,45.201,103.501,54.949,222.365,56.507,99.012,60.001999999999995,278.57,69.314,291.461,71.488,255.38400000000001,72.844,264.4,72.687,267.961,85.72399999999999,88.654,88.649,108.993,88.65100000000001,230.53099999999998,91.445,115.705,95.851,289.954,96.529,302.449,99.94,81.184,103.58,267.949,106.40700000000001,254.356,111.12100000000001,78.407,115.04799999999999,64.268,118.93799999999999,128.3,118.45,311.231,123.882,228.56900000000002,127.29899999999999,87.346,128.093,291.62,128.952,36.477,132.252,246.472,132.942,279.827,143.915,73.861,145.619,312.889,149.293,111.165,151.52,302.53,151.129,65.219,155.732,283.513,156.248,311.36,157.519,130.112,157.91899999999998,228.653,160.381,265.228,157.92,78.518,161.668,29.837,164.418,145.119,164.27599999999998,20.362000000000002,176.72,279.99,179.71400000000003,101.539,180.442,245.418,77.637,283.245,86.01799999999999,,,,,,
191.75,767.0,,113.889,16.883,232.84900000000002,32.902,110.089,45.196999999999996,103.44,54.86600000000001,222.351,56.586000000000006,99.021,60.0,278.568,69.26,291.488,71.531,255.382,72.855,264.346,72.612,267.97700000000003,85.676,88.66,88.64,108.949,88.56299999999999,230.452,91.413,115.796,95.90799999999999,289.952,96.581,302.405,99.335,81.078,103.618,267.95,106.399,254.266,111.09899999999999,78.873,115.572,64.268,118.945,128.322,118.444,311.231,123.884,228.666,127.28299999999999,87.344,128.069,290.937,128.805,36.563,132.21,246.49099999999999,132.931,279.747,143.9,73.845,145.608,312.837,149.319,111.206,151.60299999999998,302.57599999999996,151.253,65.29,155.796,283.507,156.205,311.392,157.488,130.082,157.852,228.687,160.366,265.23,158.062,78.487,161.67,29.843000000000004,164.37599999999998,145.094,164.267,20.307000000000002,176.703,280.013,179.678,101.419,180.43,245.352,77.63600000000001,283.29,86.024,,,,,,
192.0,768.0,,113.85,16.959,232.85,32.978,110.00299999999999,45.208,103.432,54.803999999999995,222.40200000000002,56.821000000000005,98.96700000000001,59.995,278.578,69.271,291.465,71.509,255.407,72.808,264.382,72.664,267.987,85.694,88.712,88.65899999999999,108.883,88.541,230.512,91.419,115.79899999999999,95.941,289.933,96.561,302.38599999999997,99.522,81.105,103.59299999999999,267.967,106.38,254.202,111.09899999999999,78.90100000000001,115.55,64.292,118.914,128.349,118.375,311.249,123.87700000000001,228.666,127.29700000000001,87.286,128.079,291.132,128.839,36.547,132.042,246.429,132.914,279.85400000000004,143.951,73.847,145.64,312.914,149.438,111.22399999999999,151.644,302.531,151.23,65.291,155.778,283.574,156.22,311.399,157.52700000000002,130.064,157.887,228.688,160.392,265.21299999999997,158.114,78.502,161.632,29.8,164.44299999999998,145.067,164.303,20.287,176.59099999999998,280.041,179.709,101.382,180.48,245.303,77.622,283.3,86.059,,,,,,
192.25,769.0,,113.82799999999999,16.999000000000002,232.77200000000002,32.828,110.00299999999999,45.128,103.416,54.82,222.38400000000001,56.708,98.97399999999999,59.997,278.593,69.225,291.47700000000003,71.502,255.387,72.836,264.36,72.597,268.001,85.75200000000001,88.76299999999999,88.646,108.91,88.561,230.511,91.40799999999999,115.87,96.02600000000001,289.95799999999997,96.54899999999999,302.42900000000003,99.551,81.16,103.588,267.971,106.396,254.113,111.146,78.889,115.51799999999999,64.29,118.906,128.356,118.369,311.246,123.87,228.609,127.255,87.20700000000001,128.054,290.89799999999997,128.80200000000002,36.537,132.187,246.37900000000002,132.878,279.904,143.903,73.779,145.627,313.017,149.451,111.22200000000001,151.671,302.563,151.111,65.25,155.724,283.593,156.209,311.435,157.531,130.02100000000002,157.909,228.69299999999998,160.35299999999998,265.232,158.196,78.596,161.626,29.801,164.558,145.02,164.296,20.331,176.61599999999999,280.026,179.718,101.35799999999999,180.43099999999998,245.31799999999998,77.71,283.257,86.059,,,,,,
192.5,770.0,,113.895,17.107,232.843,32.834,110.01899999999999,45.07,103.402,54.836000000000006,222.40099999999998,56.504,98.93700000000001,60.013999999999996,278.568,69.277,291.48900000000003,71.479,255.377,72.87100000000001,264.351,72.597,268.022,85.805,88.76700000000001,88.554,108.853,88.509,230.537,91.413,115.87799999999999,96.015,289.974,96.53399999999999,302.387,99.447,81.187,103.55799999999999,267.969,106.387,253.917,111.11,78.866,115.554,64.293,118.868,128.335,118.412,311.278,123.881,228.578,127.26799999999999,87.26299999999999,128.03799999999998,291.004,128.856,36.562,132.174,246.351,132.858,279.866,143.907,73.775,145.645,313.108,149.468,111.27600000000001,151.584,302.548,151.102,65.301,155.722,283.67900000000003,156.211,311.384,157.566,130.00799999999998,157.89,228.705,160.406,265.181,158.343,78.508,161.491,29.873,164.497,144.91299999999998,164.25599999999997,20.199,176.645,280.024,179.755,101.421,180.488,245.326,77.732,283.256,86.163,,,,,,
192.75,771.0,,113.845,17.102999999999998,232.891,32.882,109.898,45.148,103.369,54.86,222.41299999999998,56.52,98.897,60.036,278.555,69.281,291.474,71.473,255.392,72.83800000000001,264.334,72.649,268.02,85.791,88.74700000000001,88.556,108.756,88.506,230.541,91.383,115.91799999999999,96.069,289.966,96.495,302.348,99.709,81.143,103.56299999999999,267.955,106.366,254.016,111.084,78.943,115.574,64.266,118.90299999999999,128.351,118.38799999999999,311.297,123.902,228.528,127.23700000000001,87.28299999999999,128.046,290.841,128.769,36.474000000000004,131.872,246.391,132.83700000000002,279.806,143.861,73.774,145.648,313.051,149.44,111.34899999999999,151.55200000000002,302.55400000000003,151.121,65.273,155.719,283.671,156.24,311.276,157.641,130.017,157.879,228.683,160.429,265.241,158.30200000000002,78.623,161.606,29.9,164.457,144.88,164.24200000000002,20.191,176.662,280.039,179.766,101.45200000000001,180.484,245.27200000000002,77.749,283.20799999999997,86.10799999999999,,,,,,
193.0,772.0,,113.68299999999999,17.099,232.852,32.916,109.991,45.051,103.36399999999999,54.828,222.4,56.556000000000004,98.87100000000001,60.036,278.55,69.27199999999999,291.506,71.46300000000001,255.41400000000002,72.89,264.309,72.596,267.955,85.74799999999999,88.74799999999999,88.6,108.87799999999999,88.589,230.50799999999998,91.395,115.914,96.111,289.95,96.506,302.384,99.811,81.17399999999999,103.52600000000001,267.95,106.369,254.16099999999997,111.051,78.89,115.554,64.281,118.85799999999999,128.362,118.36,311.32,123.895,228.543,127.22200000000001,87.25200000000001,128.069,290.79,128.743,36.497,131.858,246.41299999999998,132.821,279.77099999999996,143.829,73.727,145.589,313.08099999999996,149.42,111.387,151.543,302.603,151.28799999999998,65.308,155.687,283.66200000000003,156.295,311.30400000000003,157.614,130.002,157.876,228.679,160.493,265.226,158.219,78.605,161.572,29.866,164.541,144.856,164.187,20.174,176.7,280.059,179.766,101.492,180.498,245.19299999999998,77.722,283.183,86.014,,,,,,
